#bin    QCD_mc  QCD_data
1	3555.39	4550
2	1019.6	1230
3	333.23	334
4	179.47	143
5	636.54	1069
6	211.72	387
7	70.24	121
8	39.91	63
9	119.17	119
10	26.11	29
11	11.61	11
12	11.61	11
13	40.7	55
14	40.7	55
15	40.7	55
16	40.7	55
17	3670.24	6331
18	1800.13	3219
19	342.23	533
20	124.7	156
21	1774.08	3728
22	902.96	2010
23	157.1	423
24	51.7	149
25	2345.03	5791
26	531.1	1288
27	144.41	324
28	70.57	164
29	384.64	1104
30	89.19	302
31	27.9	98
32	12.63	44

