#bin    QCD_MC  QCD_data
1	586.5	660
2	166.37	179
3	52.84	57
4	27.99	43
5	116.12	118
6	35.68	55
7	11.6	14
8	5.52	12
9	10.42	14
10	2.53	3
11	0.74	1
12	0.74	1
13	3.24	3
14	3.24	3
15	3.24	3
16	3.24	3
17	53.62	74
18	5.05	5
19	5.05	5
20	5.05	5
21	34.37	42
22	2.93	3
23	2.93	3
24	2.93	3
25	10.8	11
26	3.12	8
27	0.94	1
28	0.94	1
29	6.78	6
30	2.76	3
31	0.73	1
32	0.73	1
33	14.04	14
34	1.38	1
35	1.38	1
36	1	6
37	1	6
38	1	6
39	19.44	2
40	0.1	0
41	0.1	0
42	10.34	12
43	0.91	1
44	0.91	1
45	1.41	1
46	1.41	1
47	1.41	1
48	1.76	2
49	1.76	2
50	1.76	2
51	8.25	8
52	1.96	2
53	1.96	2
54	1053.97	1210
55	526.44	585
56	96.9	101
57	35.78	53
58	568.06	658
59	253.3	347
60	49.92	98
61	19.47	25
62	736.73	849
63	164.05	193
64	44.56	53
65	19.8	28
66	128.23	159
67	26.6	38
68	11.05	12
69	4.25	4
70	1568.28	1979
71	3.3	8
72	1.01	1
73	1142.9	1307
74	14.09	18
75	4.44	10
76	674.96	624
77	23.41	22
78	17.48	31
79	2025.36	2375
80	288.98	439
81	70.07	113
82	702.27	662
83	231.29	263
84	131.88	134
85	1379.36	1718
86	163.82	240
87	25.1	21
88	3.3	8
89	1.01	1
90	886.02	924
91	203.54	295
92	53.34	88
93	14.09	18
94	4.44	10
95	462.25	403
96	152.91	171
97	59.8	51
98	23.41	22
99	17.48	31
100	3386.14	3892
101	63.71	88
102	3386.14	3892
103	63.71	88
104	3386.14	3892
105	63.71	88
106	157.68	218
107	0.42	0
108	0.03	0
109	114.69	167
110	1.66	2
111	0.47	0
112	78.24	82
113	4.14	4
114	2.78	3
115	193.62	271
116	36.41	42
117	6.88	16
118	74.88	80
119	27.82	37
120	20.5	24
121	133.07	184
122	22.82	25
123	1.8	9
124	0.42	0
125	0.03	0
126	86.2	120
127	21.92	35
128	6.58	12
129	1.66	2
130	0.47	0
131	49.23	49
132	19.5	21
133	9.51	12
134	4.14	4
135	2.78	3
136	350.62	462
137	9.5	9
138	350.62	462
139	9.5	9
140	193.62	271
141	36.41	42
142	6.88	16
143	74.88	80
144	27.82	37
145	20.5	24
146	230.03	313
147	6.02	17
148	0.87	1
149	102.7	117
150	15.93	22
151	4.57	5
152	230.03	313
153	6.02	17
154	0.87	1
155	102.7	117
156	15.93	22
157	4.57	5
158	360.12	467
159	220.45	300
160	16.47	29
161	92.82	103
162	30.38	38
163	18.17	44
164	3.22	3
165	0.01	0
166	30.79	25
167	7.32	7
168	0.16	0
169	13.64	12
170	9.05	9
171	0.75	1
172	62.6	80
173	19.59	16
174	0.91	1
175	18.17	44
176	3.22	3
177	0.01	0
178	30.79	25
179	7.32	7
180	0.16	0
181	13.64	12
182	9.05	9
183	0.75	1
184	79.95	96
185	3.15	3
186	79.95	96
187	3.15	3
188	41.83	62
189	7.57	6
190	1.08	1
191	20.77	18
192	9.78	9
193	2.07	2
194	49.4	68
195	1.08	1
196	30.56	28
197	2.07	2
198	49.4	68
199	1.08	1
200	30.56	28
201	2.07	2
202	83.11	95
203	72.07	91
204	11.03	4

